date,symbol,marketcapname,sector
20-09-2022,TRF,Smallcap,FMCG
20-09-2022,VESUVIUS,Smallcap,Industrials
20-09-2022,COCHINSHIP,Midcap,Industrials
20-09-2022,APOLLO,Smallcap,I.T
20-09-2022,WELCORP,Midcap,Metals
20-09-2022,POWERMECH,Smallcap,FMCG
21-09-2022,TRF,Smallcap,FMCG
21-09-2022,VESUVIUS,Smallcap,Industrials
21-09-2022,COCHINSHIP,Midcap,Industrials
21-09-2022,LIBERTSHOE,Smallcap,FMCG
21-09-2022,WELCORP,Midcap,Metals
21-09-2022,POWERMECH,Smallcap,FMCG
22-09-2022,TRF,Smallcap,FMCG
22-09-2022,VESUVIUS,Smallcap,Industrials
22-09-2022,COCHINSHIP,Midcap,Industrials
22-09-2022,LIBERTSHOE,Smallcap,FMCG
22-09-2022,WELCORP,Midcap,Metals
22-09-2022,ROHLTD,Smallcap,Services
22-09-2022,DAAWAT,Smallcap,FMCG
23-09-2022,LIBERTSHOE,Smallcap,FMCG
23-09-2022,SCHNEIDER,Smallcap,FMCG
27-09-2022,CIPLA,Largecap,Pharmaceuticals
27-09-2022,LIBERTSHOE,Smallcap,FMCG
28-09-2022,APOLSINHOT,Smallcap,Services
28-09-2022,LIBERTSHOE,Smallcap,FMCG
28-09-2022,SREEL,Smallcap,FMCG
29-09-2022,CIPLA,Largecap,Pharmaceuticals
29-09-2022,APOLSINHOT,Smallcap,Services
29-09-2022,LIBERTSHOE,Smallcap,FMCG
29-09-2022,APOLLO,Smallcap,I.T
29-09-2022,RITES,Midcap,Realty
30-09-2022,INGERRAND,Midcap,FMCG
30-09-2022,APOLSINHOT,Smallcap,Services
30-09-2022,TEJASNET,Midcap,Telecom
30-09-2022,LIBERTSHOE,Smallcap,FMCG
30-09-2022,APOLLO,Smallcap,I.T
30-09-2022,RITES,Midcap,Realty
30-09-2022,SOLARINDS,Largecap,Industrials
30-09-2022,SCHNEIDER,Smallcap,FMCG
03-10-2022,CIPLA,Largecap,Pharmaceuticals
03-10-2022,APOLSINHOT,Smallcap,Services
03-10-2022,COCHINSHIP,Midcap,Industrials
03-10-2022,LIBERTSHOE,Smallcap,FMCG
03-10-2022,DIAMONDYD,Smallcap,FMCG
03-10-2022,RITES,Midcap,Realty
03-10-2022,ALKALI,Smallcap,Industrials
03-10-2022,TRITURBINE,Midcap,FMCG
04-10-2022,CIPLA,Largecap,Pharmaceuticals
04-10-2022,SHANTIGEAR,Smallcap,Auto
04-10-2022,SKMEGGPROD,Smallcap,FMCG
04-10-2022,APOLSINHOT,Smallcap,Services
04-10-2022,COCHINSHIP,Midcap,Industrials
04-10-2022,LIBERTSHOE,Smallcap,FMCG
04-10-2022,DIAMONDYD,Smallcap,FMCG
04-10-2022,RITES,Midcap,Realty
04-10-2022,ALKALI,Smallcap,Industrials
04-10-2022,TRITURBINE,Midcap,FMCG
04-10-2022,MAXVIL,Smallcap,Finance
06-10-2022,GODFRYPHLP,Midcap,FMCG
06-10-2022,EVERESTIND,Smallcap,Industrials
06-10-2022,SKMEGGPROD,Smallcap,FMCG
06-10-2022,APOLSINHOT,Smallcap,Services
06-10-2022,COCHINSHIP,Midcap,Industrials
06-10-2022,APOLLO,Smallcap,I.T
06-10-2022,MIDHANI,Smallcap,Metals
06-10-2022,RITES,Midcap,Realty
06-10-2022,MAXVIL,Smallcap,Finance
07-10-2022,GODFRYPHLP,Midcap,FMCG
07-10-2022,UNIVCABLES,Smallcap,Industrials
07-10-2022,EVERESTIND,Smallcap,Industrials
07-10-2022,SKMEGGPROD,Smallcap,FMCG
07-10-2022,APOLSINHOT,Smallcap,Services
07-10-2022,COCHINSHIP,Midcap,Industrials
07-10-2022,MIDHANI,Smallcap,Metals
07-10-2022,RITES,Midcap,Realty
07-10-2022,MAXVIL,Smallcap,Finance
10-10-2022,GODFRYPHLP,Midcap,FMCG
10-10-2022,EVERESTIND,Smallcap,Industrials
10-10-2022,ZENITHEXPO,Smallcap,Textiles
10-10-2022,GANECOS,Smallcap,Textiles
10-10-2022,APOLSINHOT,Smallcap,Services
10-10-2022,RITES,Midcap,Realty
10-10-2022,KERNEX,Smallcap,FMCG
10-10-2022,MAXVIL,Smallcap,Finance
11-10-2022,EVERESTIND,Smallcap,Industrials
11-10-2022,JINDRILL,Smallcap,Oils
11-10-2022,ZENITHEXPO,Smallcap,Textiles
11-10-2022,GANECOS,Smallcap,Textiles
11-10-2022,KERNEX,Smallcap,FMCG
12-10-2022,EVERESTIND,Smallcap,Industrials
12-10-2022,JINDRILL,Smallcap,Oils
12-10-2022,ZENITHEXPO,Smallcap,Textiles
12-10-2022,GANECOS,Smallcap,Textiles
12-10-2022,WIPL,Smallcap,Miscellaneous
12-10-2022,KERNEX,Smallcap,FMCG
12-10-2022,ASTEC,Smallcap,Industrials
13-10-2022,JINDRILL,Smallcap,Oils
13-10-2022,ZENITHEXPO,Smallcap,Textiles
13-10-2022,WIPL,Smallcap,Miscellaneous
13-10-2022,LIBERTSHOE,Smallcap,FMCG
13-10-2022,APOLLO,Smallcap,I.T
13-10-2022,ASTEC,Smallcap,Industrials
14-10-2022,ZENITHEXPO,Smallcap,Textiles
14-10-2022,WIPL,Smallcap,Miscellaneous
14-10-2022,APOLLO,Smallcap,I.T
14-10-2022,GSS,Smallcap,I.T
14-10-2022,ASTEC,Smallcap,Industrials
17-10-2022,GODFRYPHLP,Midcap,FMCG
17-10-2022,ZENITHEXPO,Smallcap,Textiles
17-10-2022,CENTUM,Smallcap,FMCG
17-10-2022,MAZDA,Smallcap,FMCG
17-10-2022,WIPL,Smallcap,Miscellaneous
17-10-2022,APOLLO,Smallcap,I.T
17-10-2022,GSS,Smallcap,I.T
17-10-2022,ALKALI,Smallcap,Industrials
17-10-2022,ASTEC,Smallcap,Industrials
18-10-2022,ZENITHEXPO,Smallcap,Textiles
18-10-2022,MAZDA,Smallcap,FMCG
18-10-2022,WIPL,Smallcap,Miscellaneous
18-10-2022,NSIL,Smallcap,Finance
18-10-2022,AXISCADES,Smallcap,I.T
18-10-2022,INDIANB,Largecap,Bank
18-10-2022,RAMKY,Smallcap,Realty
19-10-2022,ZENITHEXPO,Smallcap,Textiles
19-10-2022,HONDAPOWER,Smallcap,FMCG
19-10-2022,MAZDA,Smallcap,FMCG
19-10-2022,NSIL,Smallcap,Finance
19-10-2022,AXISCADES,Smallcap,I.T
19-10-2022,INDIANB,Largecap,Bank
19-10-2022,GSS,Smallcap,I.T
19-10-2022,ALKALI,Smallcap,Industrials
20-10-2022,KALYANIFRG,Smallcap,Industrials
20-10-2022,MAZDA,Smallcap,FMCG
20-10-2022,NSIL,Smallcap,Finance
20-10-2022,AXISCADES,Smallcap,I.T
20-10-2022,CANBK,Largecap,Bank
20-10-2022,INDIANB,Largecap,Bank
20-10-2022,ALKALI,Smallcap,Industrials
20-10-2022,RAMKY,Smallcap,Realty
20-10-2022,JPOLYINVST,Smallcap,Finance
21-10-2022,KALPATPOWR,Midcap,FMCG
21-10-2022,MAZDA,Smallcap,FMCG
21-10-2022,AXISBANK,Largecap,Bank
21-10-2022,NSIL,Smallcap,Finance
21-10-2022,AXISCADES,Smallcap,I.T
21-10-2022,CANBK,Largecap,Bank
21-10-2022,INDIANB,Largecap,Bank
21-10-2022,RAMKY,Smallcap,Realty
21-10-2022,JPOLYINVST,Smallcap,Finance
24-10-2022,KOTAKPSUBK,Smallcap,Indices
24-10-2022,KALYANIFRG,Smallcap,Industrials
24-10-2022,CENTUM,Smallcap,FMCG
24-10-2022,KALPATPOWR,Midcap,FMCG
24-10-2022,MAZDA,Smallcap,FMCG
24-10-2022,AXISBANK,Largecap,Bank
24-10-2022,AXISCADES,Smallcap,I.T
24-10-2022,CANBK,Largecap,Bank
24-10-2022,KTKBANK,Smallcap,Bank
24-10-2022,INDIANB,Largecap,Bank
24-10-2022,DLINKINDIA,Smallcap,I.T
24-10-2022,RAMKY,Smallcap,Realty
24-10-2022,JPOLYINVST,Smallcap,Finance
24-10-2022,MAXIND,Smallcap,Miscellaneous
25-10-2022,KOTAKPSUBK,Smallcap,Indices
25-10-2022,KALYANIFRG,Smallcap,Industrials
25-10-2022,CENTUM,Smallcap,FMCG
25-10-2022,MAZDA,Smallcap,FMCG
25-10-2022,AXISCADES,Smallcap,I.T
25-10-2022,CANBK,Largecap,Bank
25-10-2022,DAAWAT,Smallcap,FMCG
25-10-2022,DLINKINDIA,Smallcap,I.T
25-10-2022,RAMKY,Smallcap,Realty
25-10-2022,JPOLYINVST,Smallcap,Finance
25-10-2022,MAXIND,Smallcap,Miscellaneous
27-10-2022,KOTAKPSUBK,Smallcap,Indices
27-10-2022,BBL,Smallcap,FMCG
27-10-2022,KALYANIFRG,Smallcap,Industrials
27-10-2022,CONCOR,Largecap,Services
27-10-2022,NSIL,Smallcap,Finance
27-10-2022,AXISCADES,Smallcap,I.T
27-10-2022,CANBK,Largecap,Bank
27-10-2022,IIFL,Midcap,Finance
27-10-2022,KTKBANK,Smallcap,Bank
27-10-2022,DAAWAT,Smallcap,FMCG
27-10-2022,DLINKINDIA,Smallcap,I.T
27-10-2022,RAMKY,Smallcap,Realty
27-10-2022,JPOLYINVST,Smallcap,Finance
27-10-2022,MAXIND,Smallcap,Miscellaneous
28-10-2022,BBL,Smallcap,FMCG
28-10-2022,KALYANIFRG,Smallcap,Industrials
28-10-2022,KALPATPOWR,Midcap,FMCG
28-10-2022,NSIL,Smallcap,Finance
28-10-2022,MARUTI,Largecap,Auto
28-10-2022,IIFL,Midcap,Finance
28-10-2022,INDIANB,Largecap,Bank
28-10-2022,GSS,Smallcap,I.T
28-10-2022,DLINKINDIA,Smallcap,I.T
28-10-2022,RAMKY,Smallcap,Realty
28-10-2022,JPOLYINVST,Smallcap,Finance
31-10-2022,UNICHEMLAB,Smallcap,Pharmaceuticals
31-10-2022,KALYANIFRG,Smallcap,Industrials
31-10-2022,CENTUM,Smallcap,FMCG
31-10-2022,IIFL,Midcap,Finance
31-10-2022,INDIANB,Largecap,Bank
31-10-2022,DLINKINDIA,Smallcap,I.T
31-10-2022,RAMKY,Smallcap,Realty
01-11-2022,GODFRYPHLP,Midcap,FMCG
01-11-2022,UNICHEMLAB,Smallcap,Pharmaceuticals
01-11-2022,KALYANIFRG,Smallcap,Industrials
01-11-2022,IIFL,Midcap,Finance
01-11-2022,GSS,Smallcap,I.T
02-11-2022,UNICHEMLAB,Smallcap,Pharmaceuticals
02-11-2022,KALYANIFRG,Smallcap,Industrials
02-11-2022,HONDAPOWER,Smallcap,FMCG
02-11-2022,COCHINSHIP,Midcap,Industrials
02-11-2022,AXISCADES,Smallcap,I.T
02-11-2022,KTKBANK,Smallcap,Bank
03-11-2022,RAYMOND,Midcap,Textiles
03-11-2022,UNICHEMLAB,Smallcap,Pharmaceuticals
03-11-2022,COCHINSHIP,Midcap,Industrials
03-11-2022,GRSE,Midcap,Industrials
03-11-2022,AXISCADES,Smallcap,I.T
03-11-2022,KTKBANK,Smallcap,Bank
04-11-2022,RAYMOND,Midcap,Textiles
04-11-2022,GOACARBON,Smallcap,Industrials
04-11-2022,DREDGECORP,Smallcap,Miscellaneous
04-11-2022,VIMTALABS,Smallcap,Miscellaneous
04-11-2022,COCHINSHIP,Midcap,Industrials
04-11-2022,GRSE,Midcap,Industrials
04-11-2022,AXISCADES,Smallcap,I.T
04-11-2022,KTKBANK,Smallcap,Bank
07-11-2022,BRITANNIA,Largecap,FMCG
07-11-2022,ELECON,Smallcap,FMCG
07-11-2022,GOACARBON,Smallcap,Industrials
07-11-2022,GANDHITUBE,Smallcap,Metals
07-11-2022,HONDAPOWER,Smallcap,FMCG
07-11-2022,KALPATPOWR,Midcap,FMCG
07-11-2022,VIMTALABS,Smallcap,Miscellaneous
07-11-2022,LINC,Smallcap,Miscellaneous
07-11-2022,BANKBARODA,Largecap,Bank
07-11-2022,AXISCADES,Smallcap,I.T
07-11-2022,MPSLTD,Smallcap,Media
07-11-2022,KTKBANK,Smallcap,Bank
07-11-2022,KAMDHENU,Smallcap,Metals
07-11-2022,REFEX,Smallcap,Industrials
09-11-2022,KOTAKPSUBK,Smallcap,Indices
09-11-2022,BRITANNIA,Largecap,FMCG
09-11-2022,ELECON,Smallcap,FMCG
09-11-2022,GOACARBON,Smallcap,Industrials
09-11-2022,GANDHITUBE,Smallcap,Metals
09-11-2022,SUNCLAYLTD,Midcap,Auto
09-11-2022,HONDAPOWER,Smallcap,FMCG
09-11-2022,KALPATPOWR,Midcap,FMCG
09-11-2022,LINC,Smallcap,Miscellaneous
09-11-2022,BANKBARODA,Largecap,Bank
09-11-2022,AXISCADES,Smallcap,I.T
09-11-2022,MPSLTD,Smallcap,Media
09-11-2022,KAMDHENU,Smallcap,Metals
09-11-2022,FIEMIND,Smallcap,Auto
09-11-2022,REFEX,Smallcap,Industrials
10-11-2022,BRITANNIA,Largecap,FMCG
10-11-2022,ELECON,Smallcap,FMCG
10-11-2022,TVSSRICHAK,Smallcap,Auto
10-11-2022,GANDHITUBE,Smallcap,Metals
10-11-2022,SUNCLAYLTD,Midcap,Auto
10-11-2022,HONDAPOWER,Smallcap,FMCG
10-11-2022,LINC,Smallcap,Miscellaneous
10-11-2022,BANKBARODA,Largecap,Bank
10-11-2022,ACCELYA,Smallcap,I.T
10-11-2022,AXISCADES,Smallcap,I.T
10-11-2022,MPSLTD,Smallcap,Media
10-11-2022,KAMDHENU,Smallcap,Metals
10-11-2022,FIEMIND,Smallcap,Auto
10-11-2022,REFEX,Smallcap,Industrials
11-11-2022,ELECON,Smallcap,FMCG
11-11-2022,TVSSRICHAK,Smallcap,Auto
11-11-2022,GANDHITUBE,Smallcap,Metals
11-11-2022,HONDAPOWER,Smallcap,FMCG
11-11-2022,COCHINSHIP,Midcap,Industrials
11-11-2022,LINC,Smallcap,Miscellaneous
11-11-2022,MPSLTD,Smallcap,Media
11-11-2022,KAMDHENU,Smallcap,Metals
11-11-2022,FIEMIND,Smallcap,Auto
11-11-2022,REFEX,Smallcap,Industrials
11-11-2022,RPGLIFE,Smallcap,Pharmaceuticals
14-11-2022,GODFRYPHLP,Midcap,FMCG
14-11-2022,GABRIEL,Smallcap,Auto
14-11-2022,GOCLCORP,Smallcap,Industrials
14-11-2022,SUNCLAYLTD,Midcap,Auto
14-11-2022,JTEKTINDIA,Smallcap,Auto
14-11-2022,DREDGECORP,Smallcap,Miscellaneous
14-11-2022,COCHINSHIP,Midcap,Industrials
14-11-2022,SANGHVIMOV,Smallcap,FMCG
14-11-2022,LINC,Smallcap,Miscellaneous
14-11-2022,ACCELYA,Smallcap,I.T
14-11-2022,KAMDHENU,Smallcap,Metals
14-11-2022,FIEMIND,Smallcap,Auto
14-11-2022,GSS,Smallcap,I.T
15-11-2022,REVATHI,Smallcap,FMCG
15-11-2022,GABRIEL,Smallcap,Auto
15-11-2022,GOCLCORP,Smallcap,Industrials
15-11-2022,SHREYANIND,Smallcap,Industrials
15-11-2022,SUNCLAYLTD,Midcap,Auto
15-11-2022,JTEKTINDIA,Smallcap,Auto
15-11-2022,DREDGECORP,Smallcap,Miscellaneous
15-11-2022,COCHINSHIP,Midcap,Industrials
15-11-2022,SANGHVIMOV,Smallcap,FMCG
15-11-2022,ALICON,Smallcap,Auto
15-11-2022,LINC,Smallcap,Miscellaneous
15-11-2022,ACCELYA,Smallcap,I.T
15-11-2022,KAMDHENU,Smallcap,Metals
15-11-2022,REFEX,Smallcap,Industrials
15-11-2022,GSS,Smallcap,I.T
16-11-2022,REVATHI,Smallcap,FMCG
16-11-2022,GABRIEL,Smallcap,Auto
16-11-2022,GOCLCORP,Smallcap,Industrials
16-11-2022,GANECOS,Smallcap,Textiles
16-11-2022,SUNCLAYLTD,Midcap,Auto
16-11-2022,JTEKTINDIA,Smallcap,Auto
16-11-2022,PANAMAPET,Smallcap,Oils
16-11-2022,SANGHVIMOV,Smallcap,FMCG
16-11-2022,ALICON,Smallcap,Auto
16-11-2022,LINC,Smallcap,Miscellaneous
16-11-2022,KAMDHENU,Smallcap,Metals
16-11-2022,GSS,Smallcap,I.T
16-11-2022,KIRLOSENG,Smallcap,FMCG
17-11-2022,GODFRYPHLP,Midcap,FMCG
17-11-2022,REVATHI,Smallcap,FMCG
17-11-2022,GOCLCORP,Smallcap,Industrials
17-11-2022,VINDHYATEL,Smallcap,Industrials
17-11-2022,JTEKTINDIA,Smallcap,Auto
17-11-2022,DREDGECORP,Smallcap,Miscellaneous
17-11-2022,PANAMAPET,Smallcap,Oils
17-11-2022,SANGHVIMOV,Smallcap,FMCG
17-11-2022,KAMDHENU,Smallcap,Metals
17-11-2022,KIRLOSENG,Smallcap,FMCG
18-11-2022,REVATHI,Smallcap,FMCG
18-11-2022,GABRIEL,Smallcap,Auto
18-11-2022,GOCLCORP,Smallcap,Industrials
18-11-2022,VINDHYATEL,Smallcap,Industrials
18-11-2022,JTEKTINDIA,Smallcap,Auto
18-11-2022,HONDAPOWER,Smallcap,FMCG
18-11-2022,TCPLPACK,Smallcap,Services
18-11-2022,PANAMAPET,Smallcap,Oils
18-11-2022,ALICON,Smallcap,Auto
18-11-2022,KAMDHENU,Smallcap,Metals
18-11-2022,KIRLOSENG,Smallcap,FMCG
21-11-2022,REVATHI,Smallcap,FMCG
21-11-2022,GOCLCORP,Smallcap,Industrials
21-11-2022,VINDHYATEL,Smallcap,Industrials
21-11-2022,JTEKTINDIA,Smallcap,Auto
21-11-2022,HONDAPOWER,Smallcap,FMCG
21-11-2022,TCPLPACK,Smallcap,Services
21-11-2022,PANAMAPET,Smallcap,Oils
21-11-2022,KAMDHENU,Smallcap,Metals
22-11-2022,GOCLCORP,Smallcap,Industrials
22-11-2022,BSL,Smallcap,Textiles
22-11-2022,LUMAXIND,Smallcap,Auto
22-11-2022,JTEKTINDIA,Smallcap,Auto
22-11-2022,HITECH,Smallcap,Metals
22-11-2022,PANAMAPET,Smallcap,Oils
22-11-2022,IIFL,Midcap,Finance
22-11-2022,KAMDHENU,Smallcap,Metals
23-11-2022,ARROWGREEN,Smallcap,FMCG
23-11-2022,JTEKTINDIA,Smallcap,Auto
23-11-2022,RCF,Midcap,Industrials
23-11-2022,HITECH,Smallcap,Metals
23-11-2022,CANBK,Largecap,Bank
23-11-2022,IIFL,Midcap,Finance
23-11-2022,KAMDHENU,Smallcap,Metals
23-11-2022,RHIM,Midcap,Industrials
24-11-2022,NLCINDIA,Midcap,Miscellaneous
24-11-2022,BSL,Smallcap,Textiles
24-11-2022,SHREYANIND,Smallcap,Industrials
24-11-2022,ARROWGREEN,Smallcap,FMCG
24-11-2022,RCF,Midcap,Industrials
24-11-2022,HITECH,Smallcap,Metals
24-11-2022,CANBK,Largecap,Bank
24-11-2022,IIFL,Midcap,Finance
24-11-2022,ICRA,Smallcap,Miscellaneous
24-11-2022,ROSSELLIND,Smallcap,FMCG
24-11-2022,RHIM,Midcap,Industrials
25-11-2022,NLCINDIA,Midcap,Miscellaneous
25-11-2022,BSL,Smallcap,Textiles
25-11-2022,ARROWGREEN,Smallcap,FMCG
25-11-2022,RCF,Midcap,Industrials
25-11-2022,HITECH,Smallcap,Metals
25-11-2022,PANAMAPET,Smallcap,Oils
25-11-2022,ROSSELLIND,Smallcap,FMCG
28-11-2022,CUMMINSIND,Largecap,FMCG
28-11-2022,GESHIP,Midcap,Services
28-11-2022,CEATLTD,Midcap,Auto
28-11-2022,GABRIEL,Smallcap,Auto
28-11-2022,NLCINDIA,Midcap,Miscellaneous
28-11-2022,ARROWGREEN,Smallcap,FMCG
28-11-2022,RCF,Midcap,Industrials
28-11-2022,HITECH,Smallcap,Metals
28-11-2022,PANAMAPET,Smallcap,Oils
28-11-2022,ABCAPITAL,Largecap,Finance
28-11-2022,WELENT,Smallcap,Realty
28-11-2022,PFOCUS,Smallcap,Media
28-11-2022,TWL,Smallcap,FMCG
29-11-2022,CEATLTD,Midcap,Auto
29-11-2022,NLCINDIA,Midcap,Miscellaneous
29-11-2022,ARROWGREEN,Smallcap,FMCG
29-11-2022,ABCAPITAL,Largecap,Finance
29-11-2022,IDFNIFTYET,Smallcap,Indices
29-11-2022,WELENT,Smallcap,Realty
29-11-2022,PFOCUS,Smallcap,Media
29-11-2022,ICRA,Smallcap,Miscellaneous
30-11-2022,CUMMINSIND,Largecap,FMCG
30-11-2022,ARROWGREEN,Smallcap,FMCG
30-11-2022,MAHAPEXLTD,Smallcap,Finance
30-11-2022,ABCAPITAL,Largecap,Finance
30-11-2022,IDFNIFTYET,Smallcap,Indices
30-11-2022,PFOCUS,Smallcap,Media
30-11-2022,REFEX,Smallcap,Industrials
30-11-2022,JYOTHYLAB,Midcap,FMCG
30-11-2022,VBL,Largecap,FMCG
01-12-2022,MAHAPEXLTD,Smallcap,Finance
01-12-2022,ABCAPITAL,Largecap,Finance
01-12-2022,JINDALSTEL,Largecap,Metals
01-12-2022,TWL,Smallcap,FMCG
01-12-2022,VBL,Largecap,FMCG
02-12-2022,RAYMOND,Midcap,Textiles
02-12-2022,JKLAKSHMI,Midcap,Industrials
02-12-2022,BRITANNIA,Largecap,FMCG
02-12-2022,MAHAPEXLTD,Smallcap,Finance
02-12-2022,ABCAPITAL,Largecap,Finance
02-12-2022,MOLDTECH,Smallcap,Industrials
02-12-2022,JINDALSTEL,Largecap,Metals
02-12-2022,WELENT,Smallcap,Realty
02-12-2022,KTKBANK,Smallcap,Bank
02-12-2022,TWL,Smallcap,FMCG
02-12-2022,SKIPPER,Smallcap,Industrials
02-12-2022,VBL,Largecap,FMCG
05-12-2022,JKLAKSHMI,Midcap,Industrials
05-12-2022,TTKHLTCARE,Smallcap,Pharmaceuticals
05-12-2022,ABCAPITAL,Largecap,Finance
05-12-2022,MOLDTECH,Smallcap,Industrials
05-12-2022,WELENT,Smallcap,Realty
05-12-2022,NELCAST,Smallcap,Industrials
05-12-2022,ARIES,Smallcap,Industrials
05-12-2022,TWL,Smallcap,FMCG
05-12-2022,GRAVITA,Smallcap,Metals
05-12-2022,SKIPPER,Smallcap,Industrials
05-12-2022,VBL,Largecap,FMCG
06-12-2022,JKLAKSHMI,Midcap,Industrials
06-12-2022,TTKHLTCARE,Smallcap,Pharmaceuticals
06-12-2022,ABCAPITAL,Largecap,Finance
06-12-2022,MOLDTECH,Smallcap,Industrials
06-12-2022,BANKBARODA,Largecap,Bank
06-12-2022,PONNIERODE,Smallcap,FMCG
06-12-2022,JSL,Midcap,Metals
06-12-2022,NELCAST,Smallcap,Industrials
06-12-2022,ARIES,Smallcap,Industrials
06-12-2022,GRAVITA,Smallcap,Metals
06-12-2022,SKIPPER,Smallcap,Industrials
06-12-2022,JSLHISAR,Midcap,Metals
07-12-2022,FACT,Midcap,Industrials
07-12-2022,TTKHLTCARE,Smallcap,Pharmaceuticals
07-12-2022,BANKBARODA,Largecap,Bank
07-12-2022,PONNIERODE,Smallcap,FMCG
07-12-2022,JSL,Midcap,Metals
07-12-2022,ARIES,Smallcap,Industrials
07-12-2022,GRAVITA,Smallcap,Metals
07-12-2022,JSLHISAR,Midcap,Metals
08-12-2022,FACT,Midcap,Industrials
08-12-2022,KOTAKPSUBK,Smallcap,Indices
08-12-2022,GODFRYPHLP,Midcap,FMCG
08-12-2022,JKLAKSHMI,Midcap,Industrials
08-12-2022,BANKBARODA,Largecap,Bank
08-12-2022,JSL,Midcap,Metals
08-12-2022,ARIES,Smallcap,Industrials
08-12-2022,GRAVITA,Smallcap,Metals
08-12-2022,SKIPPER,Smallcap,Industrials
08-12-2022,JSLHISAR,Midcap,Metals
09-12-2022,GODFRYPHLP,Midcap,FMCG
09-12-2022,MOLDTECH,Smallcap,Industrials
09-12-2022,LINC,Smallcap,Miscellaneous
09-12-2022,BANKBARODA,Largecap,Bank
09-12-2022,GRAVITA,Smallcap,Metals
09-12-2022,VBL,Largecap,FMCG
12-12-2022,FACT,Midcap,Industrials
12-12-2022,MOLDTECH,Smallcap,Industrials
12-12-2022,SANDESH,Smallcap,Media
12-12-2022,THEMISMED,Smallcap,Pharmaceuticals
12-12-2022,JSL,Midcap,Metals
12-12-2022,KKCL,Smallcap,FMCG
12-12-2022,NELCAST,Smallcap,Industrials
12-12-2022,GRAVITA,Smallcap,Metals
12-12-2022,VSSL,Smallcap,Metals
12-12-2022,JSLHISAR,Midcap,Metals
13-12-2022,FACT,Midcap,Industrials
13-12-2022,KOKUYOCMLN,Smallcap,Miscellaneous
13-12-2022,PALASHSECU,Smallcap,Finance
13-12-2022,MOLDTECH,Smallcap,Industrials
13-12-2022,SANDESH,Smallcap,Media
13-12-2022,APARINDS,Midcap,FMCG
13-12-2022,JSL,Midcap,Metals
13-12-2022,KKCL,Smallcap,FMCG
13-12-2022,GRAVITA,Smallcap,Metals
13-12-2022,VSSL,Smallcap,Metals
13-12-2022,JSLHISAR,Midcap,Metals
14-12-2022,GICHSGFIN,Smallcap,Finance
14-12-2022,PALASHSECU,Smallcap,Finance
14-12-2022,SANDESH,Smallcap,Media
14-12-2022,JSL,Midcap,Metals
14-12-2022,KKCL,Smallcap,FMCG
14-12-2022,VSSL,Smallcap,Metals
15-12-2022,FACT,Midcap,Industrials
15-12-2022,GICHSGFIN,Smallcap,Finance
15-12-2022,SHRIPISTON,Smallcap,Auto
15-12-2022,PALASHSECU,Smallcap,Finance
15-12-2022,SANDESH,Smallcap,Media
15-12-2022,MAHINDCIE,Midcap,Industrials
15-12-2022,ARIES,Smallcap,Industrials
15-12-2022,VSSL,Smallcap,Metals
15-12-2022,MAXIND,Smallcap,Miscellaneous
16-12-2022,FACT,Midcap,Industrials
16-12-2022,SHRIPISTON,Smallcap,Auto
16-12-2022,PALASHSECU,Smallcap,Finance
16-12-2022,THEMISMED,Smallcap,Pharmaceuticals
16-12-2022,PONNIERODE,Smallcap,FMCG
16-12-2022,MAHINDCIE,Midcap,Industrials
16-12-2022,ARIES,Smallcap,Industrials
16-12-2022,VSSL,Smallcap,Metals
16-12-2022,MAXIND,Smallcap,Miscellaneous
19-12-2022,FACT,Midcap,Industrials
19-12-2022,SHRIPISTON,Smallcap,Auto
19-12-2022,PALASHSECU,Smallcap,Finance
20-12-2022,FACT,Midcap,Industrials
20-12-2022,SHRIPISTON,Smallcap,Auto
21-12-2022,FACT,Midcap,Industrials
21-12-2022,SHRIPISTON,Smallcap,Auto
27-12-2022,SUNFLAG,Smallcap,Metals
27-12-2022,NAVA,Smallcap,Miscellaneous
27-12-2022,CENTUM,Smallcap,FMCG
27-12-2022,SANDESH,Smallcap,Media
27-12-2022,PONNIERODE,Smallcap,FMCG
28-12-2022,NAVA,Smallcap,Miscellaneous
28-12-2022,CENTUM,Smallcap,FMCG
28-12-2022,SANDESH,Smallcap,Media
28-12-2022,ARIES,Smallcap,Industrials
28-12-2022,TWL,Smallcap,FMCG
28-12-2022,ARVSMART,Smallcap,Realty
29-12-2022,NACLIND,Smallcap,Industrials
29-12-2022,SANDESH,Smallcap,Media
29-12-2022,PONNIERODE,Smallcap,FMCG
29-12-2022,ARIES,Smallcap,Industrials
29-12-2022,TWL,Smallcap,FMCG
29-12-2022,ARVSMART,Smallcap,Realty
29-12-2022,JSLHISAR,Midcap,Metals
30-12-2022,TAINWALCHM,Smallcap,FMCG
30-12-2022,NACLIND,Smallcap,Industrials
30-12-2022,MOLDTECH,Smallcap,Industrials
30-12-2022,SANDESH,Smallcap,Media
30-12-2022,APARINDS,Midcap,FMCG
30-12-2022,PONNIERODE,Smallcap,FMCG
30-12-2022,JSL,Midcap,Metals
30-12-2022,TWL,Smallcap,FMCG
30-12-2022,ARVSMART,Smallcap,Realty
30-12-2022,JSLHISAR,Midcap,Metals
02-01-2023,SUNFLAG,Smallcap,Metals
02-01-2023,GRPLTD,Smallcap,FMCG
02-01-2023,MOLDTECH,Smallcap,Industrials
